sample_index,target_game_id,target_date,season,home_team_code,home_team,away_team_code,away_team,y_home_win,window,sequence_mode,crosses_season_boundary,home_history_start,home_history_end,away_history_start,away_history_end,split,train_end_date,validation_end_date
21,S23G01N73,2013-11-17,2013-2014,35,서울삼성,60,전주KCC,1,10,season_reset,0,2013-10-20,2013-11-15,2013-10-20,2013-11-16,train,2021-04-06,2023-03-29
22,S23G01N74,2013-11-17,2013-2014,30,고양오리온스,65,인천전자랜드,1,10,season_reset,0,2013-10-20,2013-11-16,2013-10-23,2013-11-15,train,2021-04-06,2023-03-29
23,S23G01N75,2013-11-17,2013-2014,50,창원LG,10,울산모비스,1,10,season_reset,0,2013-10-20,2013-11-16,2013-10-23,2013-11-16,train,2021-04-06,2023-03-29
24,S23G01N76,2013-11-19,2013-2014,16,원주동부,65,인천전자랜드,0,10,season_reset,0,2013-10-25,2013-11-15,2013-10-25,2013-11-17,train,2021-04-06,2023-03-29
25,S23G01N77,2013-11-20,2013-2014,70,안양 KGC,06,부산KT,1,10,season_reset,0,2013-10-23,2013-11-15,2013-10-23,2013-11-16,train,2021-04-06,2023-03-29
26,S23G01N78,2013-11-20,2013-2014,55,서울SK,30,고양오리온스,1,10,season_reset,0,2013-10-26,2013-11-16,2013-10-24,2013-11-17,train,2021-04-06,2023-03-29
27,S23G01N79,2013-11-21,2013-2014,60,전주KCC,10,울산모비스,1,10,season_reset,0,2013-10-24,2013-11-17,2013-10-25,2013-11-17,train,2021-04-06,2023-03-29
28,S23G01N80,2013-11-21,2013-2014,50,창원LG,35,서울삼성,0,10,season_reset,0,2013-10-24,2013-11-17,2013-10-22,2013-11-17,train,2021-04-06,2023-03-29
29,S23G01N81,2013-11-22,2013-2014,06,부산KT,16,원주동부,1,10,season_reset,0,2013-10-25,2013-11-20,2013-10-27,2013-11-19,train,2021-04-06,2023-03-29
30,S23G01N82,2013-11-22,2013-2014,65,인천전자랜드,55,서울SK,0,10,season_reset,0,2013-10-27,2013-11-19,2013-10-27,2013-11-20,train,2021-04-06,2023-03-29
31,S23G01N83,2013-11-23,2013-2014,70,안양 KGC,60,전주KCC,0,10,season_reset,0,2013-10-26,2013-11-20,2013-10-26,2013-11-21,train,2021-04-06,2023-03-29
32,S23G01N84,2013-11-23,2013-2014,10,울산모비스,35,서울삼성,1,10,season_reset,0,2013-10-27,2013-11-21,2013-10-26,2013-11-21,train,2021-04-06,2023-03-29
33,S23G01N85,2013-11-23,2013-2014,30,고양오리온스,50,창원LG,0,10,season_reset,0,2013-10-26,2013-11-20,2013-10-26,2013-11-21,train,2021-04-06,2023-03-29
34,S23G01N86,2013-11-24,2013-2014,55,서울SK,16,원주동부,0,10,season_reset,0,2013-10-31,2013-11-22,2013-10-30,2013-11-22,train,2021-04-06,2023-03-29
35,S23G01N87,2013-11-24,2013-2014,35,서울삼성,70,안양 KGC,1,10,season_reset,0,2013-10-27,2013-11-23,2013-10-30,2013-11-23,train,2021-04-06,2023-03-29
36,S23G01N88,2013-11-24,2013-2014,65,인천전자랜드,06,부산KT,1,10,season_reset,0,2013-10-30,2013-11-22,2013-10-27,2013-11-22,train,2021-04-06,2023-03-29
37,S23G01N89,2013-11-26,2013-2014,60,전주KCC,50,창원LG,0,10,season_reset,0,2013-10-30,2013-11-23,2013-10-29,2013-11-23,train,2021-04-06,2023-03-29
38,S23G01N90,2013-11-27,2013-2014,10,울산모비스,30,고양오리온스,1,10,season_reset,0,2013-10-29,2013-11-23,2013-10-31,2013-11-23,train,2021-04-06,2023-03-29
39,S23G01N91,2013-11-28,2013-2014,50,창원LG,16,원주동부,1,10,season_reset,0,2013-11-01,2013-11-26,2013-11-01,2013-11-24,train,2021-04-06,2023-03-29
40,S23G01N92,2013-11-29,2013-2014,06,부산KT,70,안양 KGC,1,10,season_reset,0,2013-10-31,2013-11-24,2013-11-01,2013-11-24,train,2021-04-06,2023-03-29
41,S23G01N93,2013-11-30,2013-2014,30,고양오리온스,60,전주KCC,1,10,season_reset,0,2013-11-02,2013-11-27,2013-11-02,2013-11-26,train,2021-04-06,2023-03-29
42,S23G01N94,2013-11-30,2013-2014,55,서울SK,65,인천전자랜드,1,10,season_reset,0,2013-11-02,2013-11-24,2013-11-02,2013-11-24,train,2021-04-06,2023-03-29
43,S23G01N95,2013-11-30,2013-2014,10,울산모비스,35,서울삼성,1,10,season_reset,0,2013-11-01,2013-11-27,2013-10-31,2013-11-24,train,2021-04-06,2023-03-29
44,S23G01N97,2013-12-01,2013-2014,60,전주KCC,50,창원LG,0,10,season_reset,0,2013-11-06,2013-11-30,2013-11-03,2013-11-28,train,2021-04-06,2023-03-29
45,S23G01N96,2013-12-01,2013-2014,06,부산KT,55,서울SK,1,10,season_reset,0,2013-11-02,2013-11-29,2013-11-03,2013-11-30,train,2021-04-06,2023-03-29
46,S23G01N98,2013-12-01,2013-2014,70,안양 KGC,65,인천전자랜드,0,10,season_reset,0,2013-11-03,2013-11-29,2013-11-05,2013-11-30,train,2021-04-06,2023-03-29
47,S23G01N99,2013-12-03,2013-2014,06,부산KT,35,서울삼성,0,10,season_reset,0,2013-11-06,2013-12-01,2013-11-02,2013-11-30,train,2021-04-06,2023-03-29
48,S23G01N100,2013-12-04,2013-2014,55,서울SK,30,고양오리온스,1,10,season_reset,0,2013-11-07,2013-12-01,2013-11-03,2013-11-30,train,2021-04-06,2023-03-29
49,S23G01N101,2013-12-04,2013-2014,65,인천전자랜드,50,창원LG,1,10,season_reset,0,2013-11-08,2013-12-01,2013-11-05,2013-12-01,train,2021-04-06,2023-03-29
50,S23G01N102,2013-12-05,2013-2014,10,울산모비스,70,안양 KGC,1,10,season_reset,0,2013-11-03,2013-11-30,2013-11-07,2013-12-01,train,2021-04-06,2023-03-29
51,S23G01N103,2013-12-05,2013-2014,16,원주동부,60,전주KCC,1,10,season_reset,0,2013-11-03,2013-11-28,2013-11-08,2013-12-01,train,2021-04-06,2023-03-29
52,S23G01N104,2013-12-06,2013-2014,35,서울삼성,30,고양오리온스,1,10,season_reset,0,2013-11-07,2013-12-03,2013-11-07,2013-12-04,train,2021-04-06,2023-03-29
53,S23G01N105,2013-12-06,2013-2014,65,인천전자랜드,06,부산KT,0,10,season_reset,0,2013-11-10,2013-12-04,2013-11-08,2013-12-03,train,2021-04-06,2023-03-29
54,S23G01N107,2013-12-07,2013-2014,70,안양 KGC,50,창원LG,0,10,season_reset,0,2013-11-09,2013-12-05,2013-11-09,2013-12-04,train,2021-04-06,2023-03-29
55,S23G01N106,2013-12-07,2013-2014,16,원주동부,55,서울SK,1,10,season_reset,0,2013-11-06,2013-12-05,2013-11-09,2013-12-04,train,2021-04-06,2023-03-29
56,S23G01N108,2013-12-07,2013-2014,60,전주KCC,10,울산모비스,0,10,season_reset,0,2013-11-10,2013-12-05,2013-11-06,2013-12-05,train,2021-04-06,2023-03-29
57,S23G01N109,2013-12-08,2013-2014,16,원주동부,35,서울삼성,0,10,season_reset,0,2013-11-09,2013-12-07,2013-11-09,2013-12-06,train,2021-04-06,2023-03-29
58,S23G01N110,2013-12-08,2013-2014,50,창원LG,55,서울SK,1,10,season_reset,0,2013-11-13,2013-12-07,2013-11-10,2013-12-07,train,2021-04-06,2023-03-29
59,S23G01N111,2013-12-08,2013-2014,30,고양오리온스,10,울산모비스,1,10,season_reset,0,2013-11-09,2013-12-06,2013-11-08,2013-12-07,train,2021-04-06,2023-03-29
60,S23G01N112,2013-12-10,2013-2014,35,서울삼성,65,인천전자랜드,0,10,season_reset,0,2013-11-12,2013-12-08,2013-11-12,2013-12-06,train,2021-04-06,2023-03-29
61,S23G01N113,2013-12-11,2013-2014,16,원주동부,06,부산KT,0,10,season_reset,0,2013-11-10,2013-12-08,2013-11-10,2013-12-06,train,2021-04-06,2023-03-29
62,S23G01N114,2013-12-11,2013-2014,50,창원LG,30,고양오리온스,1,10,season_reset,0,2013-11-16,2013-12-08,2013-11-14,2013-12-08,train,2021-04-06,2023-03-29
63,S23G01N115,2013-12-12,2013-2014,70,안양 KGC,60,전주KCC,0,10,season_reset,0,2013-11-10,2013-12-07,2013-11-14,2013-12-07,train,2021-04-06,2023-03-29
64,S23G01N116,2013-12-12,2013-2014,55,서울SK,10,울산모비스,1,10,season_reset,0,2013-11-14,2013-12-08,2013-11-13,2013-12-08,train,2021-04-06,2023-03-29
65,S23G01N118,2013-12-13,2013-2014,16,원주동부,65,인천전자랜드,1,10,season_reset,0,2013-11-13,2013-12-11,2013-11-15,2013-12-10,train,2021-04-06,2023-03-29
66,S23G01N117,2013-12-13,2013-2014,06,부산KT,30,고양오리온스,0,10,season_reset,0,2013-11-14,2013-12-11,2013-11-16,2013-12-11,train,2021-04-06,2023-03-29
67,S23G01N119,2013-12-14,2013-2014,70,안양 KGC,35,서울삼성,0,10,season_reset,0,2013-11-13,2013-12-12,2013-11-15,2013-12-10,train,2021-04-06,2023-03-29
68,S23G01N120,2013-12-14,2013-2014,50,창원LG,10,울산모비스,0,10,season_reset,0,2013-11-17,2013-12-11,2013-11-16,2013-12-12,train,2021-04-06,2023-03-29
69,S23G01N121,2013-12-14,2013-2014,55,서울SK,60,전주KCC,1,10,season_reset,0,2013-11-16,2013-12-12,2013-11-16,2013-12-12,train,2021-04-06,2023-03-29
70,S23G01N122,2013-12-15,2013-2014,16,원주동부,70,안양 KGC,0,10,season_reset,0,2013-11-15,2013-12-13,2013-11-15,2013-12-14,train,2021-04-06,2023-03-29
71,S23G01N123,2013-12-15,2013-2014,10,울산모비스,06,부산KT,1,10,season_reset,0,2013-11-17,2013-12-14,2013-11-16,2013-12-13,train,2021-04-06,2023-03-29
72,S23G01N124,2013-12-15,2013-2014,65,인천전자랜드,30,고양오리온스,1,10,season_reset,0,2013-11-17,2013-12-13,2013-11-17,2013-12-13,train,2021-04-06,2023-03-29
73,S23G01N125,2013-12-17,2013-2014,60,전주KCC,35,서울삼성,1,10,season_reset,0,2013-11-17,2013-12-14,2013-11-17,2013-12-14,train,2021-04-06,2023-03-29
74,S23G01N126,2013-12-18,2013-2014,65,인천전자랜드,10,울산모비스,0,10,season_reset,0,2013-11-19,2013-12-15,2013-11-21,2013-12-15,train,2021-04-06,2023-03-29
75,S23G01N127,2013-12-18,2013-2014,55,서울SK,70,안양 KGC,0,10,season_reset,0,2013-11-20,2013-12-14,2013-11-20,2013-12-15,train,2021-04-06,2023-03-29
76,S23G01N129,2013-12-24,2013-2014,16,원주동부,10,울산모비스,0,10,season_reset,0,2013-11-19,2013-12-15,2013-11-23,2013-12-18,train,2021-04-06,2023-03-29
77,S23G01N128,2013-12-24,2013-2014,70,안양 KGC,30,고양오리온스,0,10,season_reset,0,2013-11-23,2013-12-18,2013-11-20,2013-12-15,train,2021-04-06,2023-03-29
78,S23G01N131,2013-12-25,2013-2014,65,인천전자랜드,60,전주KCC,1,10,season_reset,0,2013-11-22,2013-12-18,2013-11-21,2013-12-17,train,2021-04-06,2023-03-29
79,S23G01N130,2013-12-25,2013-2014,55,서울SK,35,서울삼성,1,10,season_reset,0,2013-11-22,2013-12-18,2013-11-21,2013-12-17,train,2021-04-06,2023-03-29
80,S23G01N132,2013-12-25,2013-2014,50,창원LG,06,부산KT,1,10,season_reset,0,2013-11-21,2013-12-14,2013-11-20,2013-12-15,train,2021-04-06,2023-03-29
81,S23G01N133,2013-12-26,2013-2014,30,고양오리온스,16,원주동부,0,10,season_reset,0,2013-11-23,2013-12-24,2013-11-22,2013-12-24,train,2021-04-06,2023-03-29
82,S23G01N134,2013-12-27,2013-2014,35,서울삼성,50,창원LG,0,10,season_reset,0,2013-11-23,2013-12-25,2013-11-23,2013-12-25,train,2021-04-06,2023-03-29
83,S23G01N135,2013-12-28,2013-2014,06,부산KT,60,전주KCC,0,10,season_reset,0,2013-11-22,2013-12-25,2013-11-23,2013-12-25,train,2021-04-06,2023-03-29
84,S23G01N136,2013-12-28,2013-2014,30,고양오리온스,55,서울SK,0,10,season_reset,0,2013-11-27,2013-12-26,2013-11-24,2013-12-25,train,2021-04-06,2023-03-29
85,S23G01N137,2013-12-28,2013-2014,65,인천전자랜드,70,안양 KGC,1,10,season_reset,0,2013-11-24,2013-12-25,2013-11-24,2013-12-24,train,2021-04-06,2023-03-29
86,S23G01N139,2013-12-29,2013-2014,50,창원LG,60,전주KCC,1,10,season_reset,0,2013-11-26,2013-12-27,2013-11-26,2013-12-28,train,2021-04-06,2023-03-29
87,S23G01N138,2013-12-29,2013-2014,10,울산모비스,06,부산KT,1,10,season_reset,0,2013-11-27,2013-12-24,2013-11-24,2013-12-28,train,2021-04-06,2023-03-29
88,S23G01N140,2013-12-29,2013-2014,16,원주동부,35,서울삼성,0,10,season_reset,0,2013-11-24,2013-12-26,2013-11-24,2013-12-27,train,2021-04-06,2023-03-29
89,S23G01N141,2013-12-31,2013-2014,60,전주KCC,70,안양 KGC,0,10,season_reset,0,2013-11-30,2013-12-29,2013-11-29,2013-12-28,train,2021-04-06,2023-03-29
90,S23G01N142,2013-12-31,2013-2014,30,고양오리온스,10,울산모비스,1,10,season_reset,0,2013-11-30,2013-12-28,2013-11-30,2013-12-29,train,2021-04-06,2023-03-29
91,S23G01N143,2014-01-01,2013-2014,16,원주동부,50,창원LG,0,10,season_reset,0,2013-11-28,2013-12-29,2013-11-28,2013-12-29,train,2021-04-06,2023-03-29
92,S23G01N144,2014-01-01,2013-2014,35,서울삼성,55,서울SK,0,10,season_reset,0,2013-11-30,2013-12-29,2013-11-30,2013-12-28,train,2021-04-06,2023-03-29
93,S23G01N145,2014-01-01,2013-2014,06,부산KT,65,인천전자랜드,1,10,season_reset,0,2013-11-29,2013-12-29,2013-11-30,2013-12-28,train,2021-04-06,2023-03-29
94,S23G01N146,2014-01-02,2013-2014,10,울산모비스,60,전주KCC,1,10,season_reset,0,2013-12-05,2013-12-31,2013-12-01,2013-12-31,train,2021-04-06,2023-03-29
95,S23G01N147,2014-01-03,2013-2014,55,서울SK,16,원주동부,1,10,season_reset,0,2013-12-01,2014-01-01,2013-12-05,2014-01-01,train,2021-04-06,2023-03-29
96,S23G01N148,2014-01-04,2013-2014,50,창원LG,65,인천전자랜드,0,10,season_reset,0,2013-12-01,2014-01-01,2013-12-01,2014-01-01,train,2021-04-06,2023-03-29
97,S23G01N149,2014-01-04,2013-2014,70,안양 KGC,35,서울삼성,1,10,season_reset,0,2013-12-01,2013-12-31,2013-12-03,2014-01-01,train,2021-04-06,2023-03-29
98,S23G01N150,2014-01-04,2013-2014,06,부산KT,30,고양오리온스,1,10,season_reset,0,2013-12-01,2014-01-01,2013-12-04,2013-12-31,train,2021-04-06,2023-03-29
99,S23G01N151,2014-01-05,2013-2014,10,울산모비스,65,인천전자랜드,1,10,season_reset,0,2013-12-07,2014-01-02,2013-12-04,2014-01-04,train,2021-04-06,2023-03-29
100,S23G01N152,2014-01-05,2013-2014,35,서울삼성,60,전주KCC,1,10,season_reset,0,2013-12-06,2014-01-04,2013-12-05,2014-01-02,train,2021-04-06,2023-03-29
101,S23G01N153,2014-01-05,2013-2014,30,고양오리온스,50,창원LG,1,10,season_reset,0,2013-12-06,2014-01-04,2013-12-04,2014-01-04,train,2021-04-06,2023-03-29
102,S23G01N154,2014-01-07,2013-2014,70,안양 KGC,10,울산모비스,0,10,season_reset,0,2013-12-05,2014-01-04,2013-12-08,2014-01-05,train,2021-04-06,2023-03-29
103,S23G01N155,2014-01-08,2013-2014,35,서울삼성,30,고양오리온스,0,10,season_reset,0,2013-12-08,2014-01-05,2013-12-08,2014-01-05,train,2021-04-06,2023-03-29
104,S23G01N156,2014-01-08,2013-2014,50,창원LG,06,부산KT,0,10,season_reset,0,2013-12-07,2014-01-05,2013-12-03,2014-01-04,train,2021-04-06,2023-03-29
105,S23G01N157,2014-01-09,2013-2014,16,원주동부,60,전주KCC,0,10,season_reset,0,2013-12-07,2014-01-03,2013-12-07,2014-01-05,train,2021-04-06,2023-03-29
106,S23G01N158,2014-01-09,2013-2014,65,인천전자랜드,55,서울SK,1,10,season_reset,0,2013-12-06,2014-01-05,2013-12-04,2014-01-03,train,2021-04-06,2023-03-29
107,S23G01N159,2014-01-10,2013-2014,50,창원LG,70,안양 KGC,1,10,season_reset,0,2013-12-08,2014-01-08,2013-12-07,2014-01-07,train,2021-04-06,2023-03-29
108,S23G01N160,2014-01-10,2013-2014,35,서울삼성,10,울산모비스,0,10,season_reset,0,2013-12-10,2014-01-08,2013-12-12,2014-01-07,train,2021-04-06,2023-03-29
109,S23G01N162,2014-01-11,2013-2014,55,서울SK,06,부산KT,1,10,season_reset,0,2013-12-07,2014-01-09,2013-12-06,2014-01-08,train,2021-04-06,2023-03-29
110,S23G01N161,2014-01-11,2013-2014,16,원주동부,65,인천전자랜드,0,10,season_reset,0,2013-12-08,2014-01-09,2013-12-10,2014-01-09,train,2021-04-06,2023-03-29
111,S23G01N163,2014-01-11,2013-2014,60,전주KCC,30,고양오리온스,1,10,season_reset,0,2013-12-12,2014-01-09,2013-12-11,2014-01-08,train,2021-04-06,2023-03-29
112,S23G01N165,2014-01-12,2013-2014,06,부산KT,16,원주동부,1,10,season_reset,0,2013-12-11,2014-01-11,2013-12-11,2014-01-11,train,2021-04-06,2023-03-29
113,S23G01N164,2014-01-12,2013-2014,65,인천전자랜드,35,서울삼성,1,10,season_reset,0,2013-12-13,2014-01-11,2013-12-14,2014-01-10,train,2021-04-06,2023-03-29
114,S23G01N166,2014-01-12,2013-2014,70,안양 KGC,55,서울SK,1,10,season_reset,0,2013-12-12,2014-01-10,2013-12-08,2014-01-11,train,2021-04-06,2023-03-29
115,S23G01N167,2014-01-14,2013-2014,10,울산모비스,16,원주동부,1,10,season_reset,0,2013-12-14,2014-01-10,2013-12-13,2014-01-12,train,2021-04-06,2023-03-29
116,S23G01N168,2014-01-15,2013-2014,55,서울SK,50,창원LG,0,10,season_reset,0,2013-12-12,2014-01-12,2013-12-11,2014-01-10,train,2021-04-06,2023-03-29
117,S23G01N169,2014-01-15,2013-2014,30,고양오리온스,70,안양 KGC,1,10,season_reset,0,2013-12-13,2014-01-11,2013-12-14,2014-01-12,train,2021-04-06,2023-03-29
118,S23G01N170,2014-01-16,2013-2014,35,서울삼성,06,부산KT,0,10,season_reset,0,2013-12-17,2014-01-12,2013-12-13,2014-01-12,train,2021-04-06,2023-03-29
119,S23G01N171,2014-01-16,2013-2014,60,전주KCC,65,인천전자랜드,0,10,season_reset,0,2013-12-14,2014-01-11,2013-12-15,2014-01-12,train,2021-04-06,2023-03-29
120,S23G01N172,2014-01-17,2013-2014,70,안양 KGC,16,원주동부,1,10,season_reset,0,2013-12-15,2014-01-15,2013-12-15,2014-01-14,train,2021-04-06,2023-03-29
121,S23G01N173,2014-01-17,2013-2014,10,울산모비스,55,서울SK,0,10,season_reset,0,2013-12-15,2014-01-14,2013-12-14,2014-01-15,train,2021-04-06,2023-03-29
122,S23G01N174,2014-01-18,2013-2014,60,전주KCC,06,부산KT,0,10,season_reset,0,2013-12-17,2014-01-16,2013-12-15,2014-01-16,train,2021-04-06,2023-03-29
123,S23G01N175,2014-01-18,2013-2014,65,인천전자랜드,30,고양오리온스,1,10,season_reset,0,2013-12-18,2014-01-16,2013-12-15,2014-01-15,train,2021-04-06,2023-03-29
124,S23G01N176,2014-01-18,2013-2014,35,서울삼성,50,창원LG,0,10,season_reset,0,2013-12-25,2014-01-16,2013-12-14,2014-01-15,train,2021-04-06,2023-03-29
125,S23G01N177,2014-01-19,2013-2014,06,부산KT,70,안양 KGC,1,10,season_reset,0,2013-12-25,2014-01-18,2013-12-18,2014-01-17,train,2021-04-06,2023-03-29
126,S23G01N178,2014-01-19,2013-2014,30,고양오리온스,16,원주동부,1,10,season_reset,0,2013-12-24,2014-01-18,2013-12-24,2014-01-17,train,2021-04-06,2023-03-29
127,S23G01N179,2014-01-19,2013-2014,55,서울SK,60,전주KCC,1,10,season_reset,0,2013-12-18,2014-01-17,2013-12-25,2014-01-18,train,2021-04-06,2023-03-29
128,S23G01N180,2014-01-21,2013-2014,10,울산모비스,50,창원LG,0,10,season_reset,0,2013-12-18,2014-01-17,2013-12-25,2014-01-18,train,2021-04-06,2023-03-29
129,S23G01N181,2014-01-22,2013-2014,30,고양오리온스,35,서울삼성,1,10,season_reset,0,2013-12-26,2014-01-19,2013-12-27,2014-01-18,train,2021-04-06,2023-03-29
130,S23G01N182,2014-01-22,2013-2014,16,원주동부,55,서울SK,0,10,season_reset,0,2013-12-26,2014-01-19,2013-12-25,2014-01-19,train,2021-04-06,2023-03-29
131,S23G01N183,2014-01-23,2013-2014,10,울산모비스,70,안양 KGC,1,10,season_reset,0,2013-12-24,2014-01-21,2013-12-24,2014-01-19,train,2021-04-06,2023-03-29
132,S23G01N184,2014-01-23,2013-2014,50,창원LG,60,전주KCC,1,10,season_reset,0,2013-12-27,2014-01-21,2013-12-28,2014-01-19,train,2021-04-06,2023-03-29
133,S23G01N185,2014-01-24,2013-2014,06,부산KT,30,고양오리온스,0,10,season_reset,0,2013-12-28,2014-01-19,2013-12-28,2014-01-22,train,2021-04-06,2023-03-29
134,S23G01N186,2014-01-24,2013-2014,55,서울SK,65,인천전자랜드,1,10,season_reset,0,2013-12-28,2014-01-22,2013-12-25,2014-01-18,train,2021-04-06,2023-03-29
135,S23G01N188,2014-01-25,2013-2014,70,안양 KGC,60,전주KCC,1,10,season_reset,0,2013-12-28,2014-01-23,2013-12-29,2014-01-23,train,2021-04-06,2023-03-29
136,S23G01N187,2014-01-25,2013-2014,35,서울삼성,10,울산모비스,0,10,season_reset,0,2013-12-29,2014-01-22,2013-12-29,2014-01-23,train,2021-04-06,2023-03-29
137,S23G01N189,2014-01-25,2013-2014,16,원주동부,50,창원LG,0,10,season_reset,0,2013-12-29,2014-01-22,2013-12-29,2014-01-23,train,2021-04-06,2023-03-29
138,S23G01N190,2014-01-26,2013-2014,06,부산KT,65,인천전자랜드,0,10,season_reset,0,2013-12-29,2014-01-24,2013-12-28,2014-01-24,train,2021-04-06,2023-03-29
139,S23G01N191,2014-01-26,2013-2014,60,전주KCC,35,서울삼성,1,10,season_reset,0,2013-12-31,2014-01-25,2014-01-01,2014-01-25,train,2021-04-06,2023-03-29
140,S23G01N192,2014-01-26,2013-2014,55,서울SK,50,창원LG,1,10,season_reset,0,2014-01-01,2014-01-24,2014-01-01,2014-01-25,train,2021-04-06,2023-03-29
141,S23G01N193,2014-01-28,2013-2014,16,원주동부,70,안양 KGC,0,10,season_reset,0,2014-01-01,2014-01-25,2013-12-31,2014-01-25,train,2021-04-06,2023-03-29
142,S23G01N194,2014-01-29,2013-2014,06,부산KT,60,전주KCC,1,10,season_reset,0,2014-01-01,2014-01-26,2014-01-02,2014-01-26,train,2021-04-06,2023-03-29
143,S23G01N195,2014-01-29,2013-2014,30,고양오리온스,65,인천전자랜드,1,10,season_reset,0,2013-12-31,2014-01-24,2014-01-01,2014-01-26,train,2021-04-06,2023-03-29
144,S23G01N196,2014-01-30,2013-2014,55,서울SK,10,울산모비스,0,10,season_reset,0,2014-01-03,2014-01-26,2013-12-31,2014-01-25,train,2021-04-06,2023-03-29
145,S23G01N197,2014-01-30,2013-2014,50,창원LG,35,서울삼성,0,10,season_reset,0,2014-01-04,2014-01-26,2014-01-04,2014-01-26,train,2021-04-06,2023-03-29
146,S23G01N198,2014-01-31,2013-2014,65,인천전자랜드,60,전주KCC,1,10,season_reset,0,2014-01-04,2014-01-29,2014-01-05,2014-01-29,train,2021-04-06,2023-03-29
147,S23G01N199,2014-01-31,2013-2014,30,고양오리온스,16,원주동부,1,10,season_reset,0,2014-01-04,2014-01-29,2014-01-03,2014-01-28,train,2021-04-06,2023-03-29
